2025-10-16 19:39:53,957 | [2025-10-16 19:39:53.243] Text: Incredible performances by the | Result: positive | Q:False | Latency: 712.39ms
2025-10-16 19:41:20,336 | [2025-10-16 19:41:17.018] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 3317.38ms
2025-10-16 19:41:20,386 | [2025-10-16 19:41:17.023] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3362.82ms
2025-10-16 19:41:20,450 | [2025-10-16 19:41:17.024] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 3426.83ms
2025-10-16 19:41:20,504 | [2025-10-16 19:41:17.029] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3474.74ms
2025-10-16 19:41:20,553 | [2025-10-16 19:41:17.028] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 3525.42ms
2025-10-16 19:41:20,610 | [2025-10-16 19:41:17.026] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 3583.26ms
2025-10-16 19:41:20,666 | [2025-10-16 19:41:17.025] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3640.04ms
2025-10-16 19:41:20,728 | [2025-10-16 19:41:17.026] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 3701.79ms
2025-10-16 19:41:20,798 | [2025-10-16 19:41:17.029] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3767.93ms
2025-10-16 19:41:20,863 | [2025-10-16 19:41:17.029] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 3833.95ms
2025-10-16 19:41:20,932 | [2025-10-16 19:41:17.030] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 3902.58ms
2025-10-16 19:41:20,991 | [2025-10-16 19:41:17.031] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 3959.91ms
2025-10-16 19:41:21,063 | [2025-10-16 19:41:17.030] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4032.60ms
2025-10-16 19:41:21,147 | [2025-10-16 19:41:17.030] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 4116.63ms
2025-10-16 19:41:21,189 | [2025-10-16 19:41:17.034] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 4155.03ms
2025-10-16 19:41:21,256 | [2025-10-16 19:41:17.033] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4222.71ms
2025-10-16 19:41:21,292 | [2025-10-16 19:41:17.035] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4256.75ms
2025-10-16 19:41:21,351 | [2025-10-16 19:41:17.036] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4314.96ms
2025-10-16 19:41:21,415 | [2025-10-16 19:41:17.037] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 4377.73ms
2025-10-16 19:41:21,488 | [2025-10-16 19:41:17.035] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 4452.47ms
2025-10-16 19:41:21,537 | [2025-10-16 19:41:17.038] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 4498.83ms
2025-10-16 19:41:21,598 | [2025-10-16 19:41:17.036] Text: A moving story told with hones | Result: positive | Q:False | Latency: 4560.93ms
2025-10-16 19:41:21,671 | [2025-10-16 19:41:17.036] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 4634.13ms
2025-10-16 19:41:21,726 | [2025-10-16 19:41:17.038] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4686.74ms
2025-10-16 19:41:21,774 | [2025-10-16 19:41:17.038] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4735.16ms
2025-10-16 19:41:21,856 | [2025-10-16 19:41:17.037] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4818.43ms
2025-10-16 19:41:21,885 | [2025-10-16 19:41:17.039] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4845.71ms
2025-10-16 19:41:21,942 | [2025-10-16 19:41:17.038] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 4902.46ms
2025-10-16 19:41:22,022 | [2025-10-16 19:41:17.039] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 4982.88ms
2025-10-16 19:41:22,070 | [2025-10-16 19:41:17.038] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 5030.98ms
2025-10-16 19:41:22,126 | [2025-10-16 19:41:17.039] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 5085.69ms
2025-10-16 19:41:22,174 | [2025-10-16 19:41:17.039] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 5133.92ms
2025-10-16 19:41:22,255 | [2025-10-16 19:41:17.041] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 5214.46ms
2025-10-16 19:41:22,289 | [2025-10-16 19:41:17.042] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 5246.79ms
2025-10-16 19:41:22,356 | [2025-10-16 19:41:17.040] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 5315.31ms
2025-10-16 19:41:22,400 | [2025-10-16 19:41:17.042] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 5358.17ms
2025-10-16 19:41:22,466 | [2025-10-16 19:41:17.041] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5423.93ms
2025-10-16 19:41:22,538 | [2025-10-16 19:41:17.040] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 5497.17ms
2025-10-16 19:41:22,605 | Error: Server disconnected
2025-10-16 19:41:22,641 | Error: Server disconnected
2025-10-16 19:41:22,695 | Error: Server disconnected
2025-10-16 19:41:22,753 | Error: Server disconnected
2025-10-16 19:41:22,812 | Error: Server disconnected
2025-10-16 19:41:22,945 | [2025-10-16 19:41:22.567] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 377.60ms
2025-10-16 19:41:23,012 | [2025-10-16 19:41:22.563] Text: A solid film with great charac | Result: positive | Q:False | Latency: 448.36ms
2025-10-16 19:41:23,079 | [2025-10-16 19:41:22.565] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 514.19ms
2025-10-16 19:41:23,154 | [2025-10-16 19:41:22.554] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 599.86ms
2025-10-16 19:41:23,211 | [2025-10-16 19:41:22.568] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 643.03ms
2025-10-16 19:41:23,285 | [2025-10-16 19:41:22.550] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 735.11ms
2025-10-16 19:41:23,359 | [2025-10-16 19:41:22.553] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 807.27ms
2025-10-16 19:41:23,407 | [2025-10-16 19:41:22.560] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 847.80ms
2025-10-16 19:41:23,486 | [2025-10-16 19:41:22.563] Text: A moving story told with hones | Result: positive | Q:False | Latency: 923.37ms
2025-10-16 19:41:23,545 | [2025-10-16 19:41:22.549] Text: Incredible performances by the | Result: positive | Q:False | Latency: 996.12ms
2025-10-16 19:41:23,588 | [2025-10-16 19:41:22.546] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 1042.61ms
2025-10-16 19:41:23,658 | [2025-10-16 19:41:22.559] Text: A solid film with great charac | Result: positive | Q:False | Latency: 1098.87ms
2025-10-16 19:41:23,711 | [2025-10-16 19:41:22.561] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1149.48ms
2025-10-16 19:41:23,773 | [2025-10-16 19:41:22.560] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 1213.11ms
2025-10-16 19:41:23,810 | [2025-10-16 19:41:22.562] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1247.77ms
2025-10-16 19:41:23,889 | [2025-10-16 19:41:22.553] Text: A solid film with great charac | Result: positive | Q:False | Latency: 1336.03ms
2025-10-16 19:41:23,983 | [2025-10-16 19:41:22.558] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 1423.96ms
2025-10-16 19:41:23,999 | [2025-10-16 19:41:22.564] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 1434.03ms
2025-10-16 19:41:24,036 | [2025-10-16 19:41:22.565] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 1470.50ms
2025-10-16 19:41:24,100 | [2025-10-16 19:41:22.547] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 1552.28ms
2025-10-16 19:41:24,154 | [2025-10-16 19:41:22.551] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 1602.69ms
2025-10-16 19:41:24,208 | [2025-10-16 19:41:22.557] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 1651.99ms
2025-10-16 19:41:24,273 | [2025-10-16 19:41:22.557] Text: A moving story told with hones | Result: positive | Q:False | Latency: 1716.05ms
2025-10-16 19:41:24,325 | [2025-10-16 19:41:22.558] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 1766.60ms
2025-10-16 19:41:24,385 | [2025-10-16 19:41:22.566] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 1819.83ms
2025-10-16 19:41:24,441 | [2025-10-16 19:41:22.566] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1873.94ms
2025-10-16 19:41:24,500 | [2025-10-16 19:41:22.573] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 1927.50ms
2025-10-16 19:41:24,547 | [2025-10-16 19:41:22.580] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 1967.25ms
2025-10-16 19:41:24,617 | [2025-10-16 19:41:22.554] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 2063.13ms
2025-10-16 19:41:24,684 | [2025-10-16 19:41:22.573] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 2110.80ms
2025-10-16 19:41:24,754 | [2025-10-16 19:41:22.572] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2181.45ms
2025-10-16 19:41:24,817 | [2025-10-16 19:41:22.583] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2233.43ms
2025-10-16 19:41:24,892 | [2025-10-16 19:41:22.571] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 2321.98ms
2025-10-16 19:41:24,945 | [2025-10-16 19:41:22.587] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 2357.10ms
2025-10-16 19:41:25,010 | [2025-10-16 19:41:22.580] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 2428.77ms
2025-10-16 19:41:25,077 | [2025-10-16 19:41:22.582] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 2495.40ms
2025-10-16 19:41:25,136 | [2025-10-16 19:41:22.575] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 2560.49ms
2025-10-16 19:41:25,187 | [2025-10-16 19:41:22.586] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 2599.68ms
2025-10-16 19:41:25,258 | [2025-10-16 19:41:22.576] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2681.37ms
2025-10-16 19:41:25,289 | [2025-10-16 19:41:22.590] Text: The movie tried too hard to be | Result: negative | Q:False | Latency: 2697.92ms
2025-10-16 19:41:25,354 | [2025-10-16 19:41:22.575] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 2778.65ms
2025-10-16 19:41:25,425 | [2025-10-16 19:41:22.575] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 2849.82ms
2025-10-16 19:41:25,478 | [2025-10-16 19:41:22.573] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 2903.65ms
2025-10-16 19:41:25,540 | [2025-10-16 19:41:22.589] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 2950.06ms
2025-10-16 19:41:25,596 | [2025-10-16 19:41:22.585] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3009.81ms
2025-10-16 19:41:25,643 | [2025-10-16 19:41:22.592] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 3050.44ms
2025-10-16 19:41:25,708 | [2025-10-16 19:41:22.586] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 3121.72ms
2025-10-16 19:41:25,778 | [2025-10-16 19:41:22.593] Text: A solid film with great charac | Result: positive | Q:False | Latency: 3183.58ms
2025-10-16 19:41:25,840 | [2025-10-16 19:41:22.590] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 3248.44ms
2025-10-16 19:41:25,889 | [2025-10-16 19:41:22.588] Text: The humor was forced, and most | Result: negative | Q:False | Latency: 3299.30ms
2025-10-16 19:41:25,946 | [2025-10-16 19:41:22.574] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 3371.96ms
2025-10-16 19:41:26,004 | [2025-10-16 19:41:22.574] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 3428.64ms
2025-10-16 19:41:26,087 | [2025-10-16 19:41:22.579] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 3508.57ms
2025-10-16 19:41:26,136 | [2025-10-16 19:41:22.589] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 3546.43ms
2025-10-16 19:41:26,185 | [2025-10-16 19:41:22.593] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3591.66ms
2025-10-16 19:41:26,245 | [2025-10-16 19:41:22.589] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 3655.12ms
2025-10-16 19:41:26,293 | [2025-10-16 19:41:22.592] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 3700.59ms
2025-10-16 19:41:26,343 | [2025-10-16 19:41:22.586] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3757.17ms
2025-10-16 19:41:26,399 | [2025-10-16 19:41:22.577] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 3821.73ms
2025-10-16 19:41:26,466 | [2025-10-16 19:41:22.582] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 3882.89ms
2025-10-16 19:41:26,536 | [2025-10-16 19:41:22.594] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 3941.41ms
2025-10-16 19:41:26,575 | [2025-10-16 19:41:22.585] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 3988.38ms
2025-10-16 19:41:26,638 | [2025-10-16 19:41:22.579] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 4057.84ms
2025-10-16 19:41:26,689 | [2025-10-16 19:41:22.576] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 4112.37ms
2025-10-16 19:41:26,751 | [2025-10-16 19:41:22.583] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 4167.87ms
2025-10-16 19:41:26,798 | [2025-10-16 19:41:22.590] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 4206.36ms
2025-10-16 19:41:26,849 | [2025-10-16 19:41:22.587] Text: One of the worst films I’ve se | Result: negative | Q:False | Latency: 4260.99ms
2025-10-16 19:41:26,920 | [2025-10-16 19:41:22.587] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 4333.08ms
2025-10-16 19:41:26,986 | [2025-10-16 19:41:22.581] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 4404.19ms
2025-10-16 19:41:27,028 | [2025-10-16 19:41:22.580] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 4447.48ms
2025-10-16 19:41:27,076 | [2025-10-16 19:41:22.584] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4491.14ms
2025-10-16 19:41:27,136 | [2025-10-16 19:41:22.581] Text: Incredible performances by the | Result: positive | Q:False | Latency: 4554.47ms
2025-10-16 19:41:27,193 | [2025-10-16 19:41:22.588] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 4603.65ms
2025-10-16 19:41:27,244 | [2025-10-16 19:41:22.591] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 4651.93ms
2025-10-16 19:41:27,299 | [2025-10-16 19:41:22.579] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 4720.13ms
2025-10-16 19:41:27,361 | [2025-10-16 19:41:22.582] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 4779.28ms
2025-10-16 19:41:27,442 | [2025-10-16 19:41:22.584] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 4856.84ms
2025-10-16 19:41:27,483 | [2025-10-16 19:41:22.594] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 4888.38ms
2025-10-16 19:41:27,543 | [2025-10-16 19:41:22.592] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 4950.58ms
2025-10-16 19:41:27,597 | [2025-10-16 19:41:22.602] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 4993.58ms
2025-10-16 19:41:27,652 | [2025-10-16 19:41:22.598] Text: Incredible performances by the | Result: positive | Q:False | Latency: 5053.24ms
2025-10-16 19:41:27,735 | [2025-10-16 19:41:22.595] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5139.08ms
2025-10-16 19:41:27,769 | [2025-10-16 19:41:22.601] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 5166.04ms
2025-10-16 19:41:27,820 | [2025-10-16 19:41:22.596] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 5222.57ms
2025-10-16 19:41:27,870 | [2025-10-16 19:41:22.603] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5266.13ms
2025-10-16 19:41:27,936 | [2025-10-16 19:41:22.596] Text: A moving story told with hones | Result: positive | Q:False | Latency: 5338.67ms
2025-10-16 19:41:28,010 | [2025-10-16 19:41:22.594] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 5414.42ms
2025-10-16 19:41:28,052 | [2025-10-16 19:41:22.597] Text: Heartwarming and funny. Remind | Result: positive | Q:False | Latency: 5454.45ms
2025-10-16 19:41:28,104 | [2025-10-16 19:41:22.600] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 5503.34ms
2025-10-16 19:41:28,160 | [2025-10-16 19:41:22.598] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 5561.70ms
2025-10-16 19:41:28,220 | [2025-10-16 19:41:22.595] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 5623.52ms
2025-10-16 19:41:28,279 | [2025-10-16 19:41:22.599] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 5678.44ms
2025-10-16 19:41:28,347 | [2025-10-16 19:41:22.600] Text: A solid film with great charac | Result: positive | Q:False | Latency: 5746.22ms
2025-10-16 19:41:28,417 | [2025-10-16 19:41:22.602] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 5813.55ms
2025-10-16 19:41:28,488 | [2025-10-16 19:41:22.601] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 5886.69ms
2025-10-16 19:41:28,538 | Error: Server disconnected
2025-10-16 19:41:28,539 | Error: Server disconnected
2025-10-16 19:41:28,539 | Error: Server disconnected
2025-10-16 19:41:28,541 | Error: Server disconnected
2025-10-16 19:41:28,590 | Error: Server disconnected
2025-10-16 19:41:28,654 | Error: Server disconnected
2025-10-16 19:41:28,709 | Error: Server disconnected
2025-10-16 19:41:28,763 | Error: Server disconnected
2025-10-16 19:41:28,844 | [2025-10-16 19:41:28.494] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 350.04ms
2025-10-16 19:41:28,912 | [2025-10-16 19:41:28.494] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 417.66ms
2025-10-16 19:41:28,980 | [2025-10-16 19:41:28.495] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 485.52ms
2025-10-16 19:41:29,045 | [2025-10-16 19:41:28.495] Text: Visually stunning, with music  | Result: positive | Q:False | Latency: 549.63ms
2025-10-16 19:41:29,101 | [2025-10-16 19:41:28.494] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 606.74ms
2025-10-16 19:41:29,147 | [2025-10-16 19:41:28.495] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 650.62ms
2025-10-16 19:41:29,199 | [2025-10-16 19:41:28.497] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 701.54ms
2025-10-16 19:41:29,256 | [2025-10-16 19:41:28.496] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 758.96ms
2025-10-16 19:41:29,308 | [2025-10-16 19:41:28.497] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 809.94ms
2025-10-16 19:41:29,376 | [2025-10-16 19:41:28.498] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 877.03ms
2025-10-16 19:41:29,450 | [2025-10-16 19:41:28.499] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 951.22ms
2025-10-16 19:41:29,505 | [2025-10-16 19:41:28.499] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1004.90ms
2025-10-16 19:41:29,574 | [2025-10-16 19:41:28.500] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 1073.81ms
2025-10-16 19:41:29,627 | [2025-10-16 19:41:28.498] Text: Honestly, I don’t get the hype | Result: positive | Q:False | Latency: 1128.21ms
2025-10-16 19:41:29,693 | [2025-10-16 19:41:28.498] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 1195.50ms
2025-10-16 19:41:29,757 | [2025-10-16 19:41:28.501] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 1255.85ms
2025-10-16 19:41:29,892 | [2025-10-16 19:41:28.501] Text: A solid film with great charac | Result: positive | Q:False | Latency: 1391.00ms
2025-10-16 19:41:29,943 | [2025-10-16 19:41:28.500] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 1443.40ms
2025-10-16 19:41:30,008 | [2025-10-16 19:41:28.502] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 1505.91ms
2025-10-16 19:41:30,086 | [2025-10-16 19:41:28.502] Text: A solid film with great charac | Result: positive | Q:False | Latency: 1584.26ms
2025-10-16 19:41:30,137 | [2025-10-16 19:41:28.503] Text: Loved it! The chemistry betwee | Result: positive | Q:False | Latency: 1633.22ms
2025-10-16 19:41:30,192 | [2025-10-16 19:41:28.504] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 1687.74ms
2025-10-16 19:41:30,252 | [2025-10-16 19:41:28.506] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 1745.01ms
2025-10-16 19:41:30,305 | [2025-10-16 19:41:28.505] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 1799.11ms
2025-10-16 19:41:30,397 | [2025-10-16 19:41:28.509] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 1887.42ms
2025-10-16 19:41:30,425 | [2025-10-16 19:41:28.509] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 1915.54ms
2025-10-16 19:41:30,472 | [2025-10-16 19:41:28.510] Text: Beautiful cinematography but z | Result: positive | Q:False | Latency: 1961.76ms
2025-10-16 19:41:30,536 | [2025-10-16 19:41:28.510] Text: A solid film with great charac | Result: positive | Q:False | Latency: 2026.33ms
2025-10-16 19:41:30,592 | [2025-10-16 19:41:28.508] Text: Unexpectedly good! I went in w | Result: positive | Q:False | Latency: 2083.17ms
2025-10-16 19:41:30,641 | [2025-10-16 19:41:28.507] Text: The twists were brilliant! I d | Result: positive | Q:False | Latency: 2133.34ms
2025-10-16 19:41:30,699 | [2025-10-16 19:41:28.510] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 2188.19ms
2025-10-16 19:41:30,758 | [2025-10-16 19:41:28.505] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2252.26ms
2025-10-16 19:41:30,802 | [2025-10-16 19:41:28.506] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2295.63ms
2025-10-16 19:41:30,862 | [2025-10-16 19:41:28.507] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 2355.17ms
2025-10-16 19:41:30,939 | [2025-10-16 19:41:28.511] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 2428.40ms
2025-10-16 19:41:30,992 | [2025-10-16 19:41:28.511] Text: An absolute masterpiece. Every | Result: positive | Q:False | Latency: 2480.99ms
2025-10-16 19:41:31,060 | [2025-10-16 19:41:28.513] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 2546.50ms
2025-10-16 19:41:31,118 | [2025-10-16 19:41:28.513] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 2604.27ms
2025-10-16 19:41:31,178 | [2025-10-16 19:41:28.514] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2663.67ms
2025-10-16 19:41:31,246 | [2025-10-16 19:41:28.512] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 2732.60ms
2025-10-16 19:41:31,301 | [2025-10-16 19:41:28.512] Text: Predictable ending but still e | Result: positive | Q:False | Latency: 2788.87ms
2025-10-16 19:41:31,370 | [2025-10-16 19:41:28.513] Text: Poorly edited and badly paced. | Result: negative | Q:False | Latency: 2856.42ms
2025-10-16 19:41:31,418 | [2025-10-16 19:41:28.511] Text: Loud, messy, and overlong. I c | Result: negative | Q:False | Latency: 2906.18ms
2025-10-16 19:41:31,486 | [2025-10-16 19:41:28.514] Text: A moving story told with hones | Result: positive | Q:False | Latency: 2970.88ms
2025-10-16 19:41:31,554 | [2025-10-16 19:41:28.524] Text: A moving story told with hones | Result: positive | Q:False | Latency: 3029.37ms
2025-10-16 19:41:31,615 | [2025-10-16 19:41:28.516] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3097.88ms
2025-10-16 19:41:31,681 | [2025-10-16 19:41:28.515] Text: A flawed but fascinating film  | Result: positive | Q:False | Latency: 3165.15ms
2025-10-16 19:41:31,746 | [2025-10-16 19:41:28.515] Text: Terrible script. Not even the  | Result: negative | Q:False | Latency: 3230.41ms
2025-10-16 19:41:31,800 | [2025-10-16 19:41:28.525] Text: A complete mess from start to  | Result: negative | Q:False | Latency: 3274.27ms
2025-10-16 19:41:31,860 | [2025-10-16 19:41:28.517] Text: Cringe-worthy dialogue and woo | Result: negative | Q:False | Latency: 3342.21ms
2025-10-16 19:41:31,936 | [2025-10-16 19:41:28.525] Text: Good ideas, but the execution  | Result: negative | Q:False | Latency: 3410.96ms
2025-10-16 19:41:31,988 | [2025-10-16 19:41:28.515] Text: Pretty boring, I fell asleep h | Result: negative | Q:False | Latency: 3473.07ms
2025-10-16 19:41:32,038 | [2025-10-16 19:41:28.519] Text: It’s okay — not great, not ter | Result: negative | Q:False | Latency: 3518.64ms
2025-10-16 19:41:32,103 | [2025-10-16 19:41:28.518] Text: A moving story told with hones | Result: positive | Q:False | Latency: 3583.81ms
2025-10-16 19:41:32,172 | [2025-10-16 19:41:28.517] Text: The director’s best work yet — | Result: positive | Q:False | Latency: 3655.00ms
2025-10-16 19:41:32,240 | [2025-10-16 19:41:28.518] Text: Short, sweet, and hilarious. P | Result: positive | Q:False | Latency: 3721.22ms
2025-10-16 19:41:32,292 | [2025-10-16 19:41:28.516] Text: A surprisingly emotional journ | Result: positive | Q:False | Latency: 3774.56ms
2025-10-16 19:41:32,358 | [2025-10-16 19:41:28.520] Text: A dull and uninspired remake t | Result: negative | Q:False | Latency: 3837.68ms
2025-10-16 19:41:32,420 | [2025-10-16 19:41:28.524] Text: A solid film with great charac | Result: positive | Q:False | Latency: 3895.57ms
2025-10-16 19:41:32,488 | [2025-10-16 19:41:28.520] Text: The acting was strong, but the | Result: negative | Q:False | Latency: 3967.31ms
2025-10-16 19:41:32,555 | [2025-10-16 19:41:28.520] Text: Great soundtrack, mediocre sto | Result: positive | Q:False | Latency: 4034.00ms
